subtaskID,datapointID,answer
1,1,-1
2,1,-1
3,1,-1
4,1,-1
5,0x1c2a8,-1
5,0x20a90,-1
5,0x1e9a4,-1
5,0x1a22,-1
5,0x218ce,-1
5,0x1d412,-1
5,0x16ba6,-1
5,0x21c98,-1
5,0x18e4b,-1
5,0x1e23f,-1
5,0x103c2,-1
5,0x1a42d,-1
5,0x1012f,-1
5,0xa548,-1
5,0x25cb1,-1
5,0x184c8,-1
5,0x13364,-1
5,0x23491,-1
5,0xff4e,-1
5,0x785b,-1
5,0x25308,-1
5,0x25d04,-1
5,0xf87c,-1
5,0x1381f,-1
5,0xd514,-1
5,0xbd38,-1
5,0x15fcc,-1
5,0x1d63a,-1
5,0x131f5,-1
5,0x12766,-1
5,0x18c7,-1
5,0xa332,-1
5,0x21b35,-1
5,0x9dbc,-1
5,0x1ee6a,-1
5,0xb9d0,-1
5,0x1c3b8,-1
5,0xa65b,-1
5,0x189bc,-1
5,0x1dc2e,-1
5,0x13bea,-1
5,0x113ad,-1
5,0x1ef7e,-1
5,0x1f224,-1
5,0xdec7,-1
5,0xecfb,-1
5,0xaac2,-1
5,0x21ddd,-1
5,0x1f9af,-1
5,0x15980,-1
5,0x852d,-1
5,0x1abd5,-1
5,0x16a46,-1
5,0x191e3,-1
5,0x16f4b,-1
5,0x1ff2b,-1
5,0xcbb5,-1
5,0x255c1,-1
5,0x139f7,-1
5,0x179d7,-1
5,0xbfc3,-1
5,0x17538,-1
5,0x22e5a,-1
5,0x123fd,-1
5,0x4032,-1
5,0x1ae04,-1
5,0x11640,-1
5,0x816b,-1
5,0x1314d,-1
5,0x25013,-1
5,0x1d7be,-1
5,0x1e397,-1
5,0x24f5e,-1
5,0x12740,-1
5,0x23d5f,-1
5,0x232c3,-1
5,0xf3bb,-1
5,0x543d,-1
5,0x21bd0,-1
5,0xdb08,-1
5,0x195bf,-1
5,0x8747,-1
5,0x21fa4,-1
5,0x25dd7,-1
5,0xc7e8,-1
5,0x224f4,-1
5,0x1a63a,-1
5,0x1c761,-1
5,0x2e4a,-1
5,0x1f598,-1
5,0x7fa3,-1
5,0x22d71,-1
5,0x1f042,-1
5,0xaa71,-1
5,0x13a35,-1
5,0x12f83,-1
5,0x1e03d,-1
5,0x5a2b,-1
5,0x1326d,-1
5,0x19e2d,-1
5,0xa898,-1
5,0x10400,-1
5,0x252df,-1
5,0x1b3f7,-1
5,0x21cfb,-1
5,0x14e96,-1
5,0xedcc,-1
5,0x2e21,-1
5,0x13782,-1
5,0x1fba7,-1
5,0x23b5d,-1
5,0x1dc4a,-1
5,0x6045,-1
5,0x14986,-1
5,0x1eeb9,-1
5,0x8a12,-1
5,0xc7df,-1
5,0x12271,-1
5,0x167be,-1
5,0x1a2dd,-1
5,0x1d31d,-1
5,0x187a1,-1
5,0x16ba7,-1
5,0x1c4d9,-1
5,0x1ae62,-1
5,0x1c8e5,-1
5,0x79af,-1
5,0x154d0,-1
5,0x14076,-1
5,0x6d33,-1
5,0x111f1,-1
5,0x20571,-1
5,0xd897,-1
5,0x1f68,-1
5,0x3853,-1
5,0x2600,-1
5,0xf77f,-1
5,0x2495b,-1
5,0xc44e,-1
5,0x1118d,-1
5,0x320b,-1
5,0x8fcb,-1
5,0x20f3,-1
5,0xa279,-1
5,0x250c5,-1
5,0xcc50,-1
5,0x24e54,-1
5,0xd00e,-1
5,0x1a690,-1
5,0x1fa7c,-1
5,0x9075,-1
5,0xd0c3,-1
5,0x1395a,-1
5,0x19a48,-1
5,0x1e0c6,-1
5,0x1c5ed,-1
5,0x20f1b,-1
5,0x25310,-1
5,0x24fd5,-1
5,0xd6ac,-1
5,0x14a12,-1
5,0x1b0a3,-1
5,0x8f79,-1
5,0xc374,-1
5,0x13a6f,-1
5,0x47a7,-1
5,0x24847,-1
5,0x1be62,-1
5,0xbd47,-1
5,0x19a9a,-1
5,0x446a,-1
5,0x18af5,-1
5,0x18c85,-1
5,0x1406a,-1
5,0x1a3db,-1
5,0x1f0f2,-1
5,0x1944b,-1
5,0xca40,-1
5,0x1fd3,-1
5,0x71da,-1
