subtaskID,datapointID,answer
1,1,0
2,2308,20
2,22404,20
2,23397,20
2,25058,20
2,2664,20
2,8511,20
2,5148,20
2,7790,20
2,11311,20
2,19043,20
2,10784,20
2,22246,20
2,3268,20
2,15947,20
2,14977,20
2,14474,20
2,28694,20
2,14054,20
2,26545,20
2,14980,20
2,17636,20
2,3931,20
2,8387,20
2,8028,20
2,9482,20
2,22572,20
2,15107,20
2,3673,20
2,21388,20
2,5937,20
2,27033,20
2,29271,20
2,21880,20
2,6508,20
2,21457,20
2,20071,20
2,27012,20
2,10092,20
2,22567,20
2,12976,20
2,3813,20
2,7337,20
2,24483,20
2,19592,20
2,5121,20
2,14905,20
2,8223,20
2,2868,20
2,2342,20
2,8832,20
2,7932,20
2,16557,20
2,20604,20
2,12983,20
2,3014,20
2,27331,20
2,12124,20
2,3752,20
2,27387,20
2,12335,20
2,11544,20
2,11356,20
2,2676,20
2,28738,20
2,29995,20
2,20747,20
2,13375,20
2,17986,20
2,7885,20
2,13332,20
2,9585,20
2,6332,20
2,24429,20
2,18079,20
2,5201,20
2,747,20
2,9760,20
2,29612,20
2,19992,20
2,23189,20
2,25535,20
2,17963,20
2,25246,20
2,5081,20
2,9350,20
2,10982,20
2,23621,20
2,13235,20
2,19367,20
2,1190,20
2,821,20
2,15878,20
2,20497,20
2,9419,20
2,28100,20
2,8892,20
2,4461,20
2,25229,20
2,29985,20
2,12606,20
2,25978,20
2,19132,20
2,14740,20
2,12146,20
2,2744,20
2,10114,20
2,2383,20
2,9153,20
2,1406,20
2,16560,20
2,19361,20
2,10342,20
2,27756,20
2,17614,20
2,19906,20
2,24530,20
2,27308,20
2,17788,20
2,13075,20
2,22089,20
2,28573,20
2,20568,20
2,17890,20
2,16837,20
2,6552,20
2,19637,20
2,18294,20
2,2876,20
2,2982,20
2,17410,20
2,15162,20
2,2153,20
2,18700,20
2,7667,20
2,15243,20
2,16857,20
2,13961,20
2,217,20
2,23287,20
2,2213,20
2,6580,20
2,27602,20
2,19376,20
2,7539,20
2,14976,20
2,10128,20
2,5705,20
2,5953,20
2,538,20
2,21663,20
2,21567,20
2,28982,20
2,7427,20
2,20725,20
2,4181,20
2,18701,20
2,15414,20
2,12154,20
2,579,20
2,2168,20
2,24419,20
2,250,20
2,15692,20
2,9971,20
2,16180,20
2,11489,20
2,9144,20
2,29432,20
2,25790,20
2,5771,20
2,26746,20
2,2325,20
2,15430,20
2,430,20
2,10768,20
2,2532,20
2,2457,20
2,19186,20
2,27235,20
2,22291,20
2,11212,20
2,505,20
2,23112,20
2,18779,20
2,19082,20
2,17894,20
2,19006,20
2,19690,20
2,27093,20
2,23179,20
2,12626,20
2,3834,20
2,1330,20
2,21466,20
2,23828,20
2,2541,20
2,28612,20
2,21995,20
2,11899,20
2,25872,20
2,26225,20
2,15805,20
2,9555,20
2,7567,20
2,3507,20
2,8834,20
2,18784,20
2,29857,20
2,23587,20
2,28267,20
2,5844,20
2,26476,20
2,24198,20
2,28881,20
2,4845,20
2,4985,20
2,23399,20
2,25569,20
2,20262,20
2,20856,20
2,26822,20
2,9317,20
2,25506,20
2,14847,20
2,7842,20
2,28647,20
2,29984,20
2,13048,20
2,25099,20
2,14856,20
2,25013,20
2,10739,20
2,16094,20
2,2208,20
2,18840,20
2,28272,20
2,22372,20
2,2266,20
2,5226,20
2,28301,20
2,21578,20
2,20122,20
2,17892,20
2,20927,20
2,13022,20
2,20736,20
2,27366,20
2,11740,20
2,6547,20
2,3282,20
2,15614,20
2,23661,20
2,2276,20
2,26050,20
2,12354,20
2,16485,20
2,19535,20
2,18673,20
2,8696,20
2,22564,20
2,16379,20
2,25294,20
2,28680,20
2,24991,20
2,29669,20
2,5836,20
2,10235,20
2,22824,20
2,279,20
2,22376,20
2,25273,20
2,5160,20
2,29752,20
2,3690,20
2,5915,20
2,11578,20
2,18078,20
2,19536,20
2,26023,20
2,29719,20
2,21739,20
2,25743,20
2,20552,20
2,11702,20
2,11514,20
2,9006,20
2,11742,20
2,28261,20
2,16469,20
2,13676,20
2,20163,20
2,16785,20
2,29322,20
2,15693,20
2,17335,20
2,3735,20
2,25484,20
2,3643,20
2,7198,20
2,25365,20
2,24936,20
2,21305,20
2,29365,20
2,21523,20
2,21718,20
2,1837,20
2,29915,20
2,10984,20
2,9303,20
2,12799,20
2,1457,20
2,1092,20
2,4149,20
2,11008,20
2,27068,20
2,9189,20
2,4932,20
2,14465,20
2,4556,20
2,11488,20
2,12074,20
2,25101,20
2,16797,20
2,20070,20
2,14418,20
2,28245,20
2,25389,20
2,24996,20
2,17278,20
2,6481,20
2,8020,20
2,9100,20
2,17476,20
2,8589,20
2,29161,20
2,24515,20
2,27274,20
2,23872,20
2,29363,20
2,1503,20
2,9936,20
2,10939,20
2,20294,20
2,3949,20
2,6438,20
2,13619,20
2,14303,20
2,22093,20
2,15948,20
2,28189,20
2,13064,20
2,13250,20
2,29166,20
2,7743,20
2,26226,20
2,7755,20
2,1412,20
2,6528,20
2,1122,20
2,16333,20
2,5245,20
2,12152,20
2,19640,20
2,25207,20
2,9433,20
2,7468,20
2,29011,20
2,11031,20
2,29442,20
2,7293,20
2,12971,20
2,5346,20
2,14470,20
2,28811,20
2,15962,20
2,24274,20
2,21149,20
2,10863,20
2,17754,20
2,4484,20
2,10560,20
2,24577,20
2,20326,20
2,21716,20
2,10598,20
2,1433,20
2,5860,20
2,12426,20
2,10980,20
2,22044,20
2,27830,20
2,23077,20
2,26376,20
2,10406,20
2,23490,20
2,19566,20
2,11472,20
2,12063,20
2,8931,20
2,10968,20
2,27755,20
2,26847,20
2,1610,20
2,29236,20
2,16266,20
2,12393,20
2,26839,20
2,2767,20
2,12776,20
2,23176,20
2,216,20
2,24876,20
2,6165,20
2,3901,20
2,21231,20
2,24636,20
2,9999,20
2,14797,20
2,6087,20
2,14459,20
2,2856,20
2,18217,20
2,17041,20
2,12414,20
2,9672,20
2,516,20
2,11623,20
2,8281,20
2,20256,20
2,12078,20
2,17734,20
2,2157,20
2,28081,20
2,10726,20
2,29030,20
2,3096,20
2,22753,20
2,3108,20
2,10276,20
2,21881,20
2,6427,20
2,9252,20
2,2406,20
2,25038,20
2,14642,20
2,24743,20
