ID,Timestamp,Suspicious_Port_Activity,Traffic_Volume_Variation,Packet_Length_Anomaly,Malware_Score,Threat_Level_Index,User_Behavior_Score,Geo_Dispersion,Payload_Entropy,Login_Attempts,Device_Response_Time,Session_Duration,Packet_Retry_Rate,Anomaly_Tendency,Attack Type
38478,2023-02-10 00:35:00,51.45429357341912,53.193234147926965,50.85426462099943,0.3430610149816111,-2.8292570776940447,-1.150951894787959,96.51034636844877,51.63831807598992,14271352.764883496,825426.4579427554,40.05920906280413,21.34437176154093,-27.224216693791394,1
28447,2023-01-06 10:49:00,66.04909119358001,60.86572982183463,63.61101827303551,5.242388448189221,-5.684330805507982,-0.9968860080404448,4.203409669563884,9.657115252196729,1300.1293129908768,0.0,-5.9683698500837945,30.608015746321318,-13.656676975228631,0
30883,2023-01-08 21:35:00,29.509985350092688,29.381920346908565,26.477659511361413,13.095004436389146,3.713272514863672,-1.5429333500765494,56.98690226454213,42.72087380540664,653.7936834318481,0.0,17.269407427616823,11.34813489631482,-6.043117750598885,0
10247,2023-01-04 19:13:00,47.698458349666495,47.038594519232426,47.511663622239496,-11.713487707737148,-5.855172041494322,-0.1149204496929201,62.22525826037247,56.34950397758689,3815.306502894947,0.0,15.670151351818603,20.73373517145312,-7.827522250544586,0
14198,2023-01-24 20:57:00,52.06692192453234,51.62148290650918,50.42255524048327,18.49112034144691,10.65819466634755,1.5408592399539427,25.647005278842283,13.831798414505988,-25128384.76733627,4236787.943057322,12.687819127996963,24.197432251273725,16.831704250769718,1
22311,2023-02-24 23:23:00,58.28270907152043,55.8058371789112,56.19266491672408,5.654717977427248,6.187087646526661,-0.4974343128545057,39.38462853032373,1.4125854917043874,2172965.023168869,933340.0512300126,18.254753821359984,22.189385784848888,0.2369086638338058,1
13611,2023-02-16 17:14:00,36.76921562817526,37.84702883885388,38.91412846007387,3.4969826694511545,-4.554673772533137,-0.1783552079422919,54.09469250389512,-18.240444434082807,2128.372091208803,0.0,10.75799923783094,19.78139333264304,-11.042491008065191,0
29910,2023-02-02 21:48:00,29.36698649031537,30.590979671039907,28.945152749495595,4.890824373853057,2.2220172056396668,0.7037261932459594,11.64520147266992,41.42212448465767,2027.6952677458744,0.0,6.567387119104995,18.431033733442007,2.2150119579741725,0
36233,2023-01-27 18:19:00,22.54466840280883,22.913442788930425,24.137364297507705,24.53191379998248,12.838008912484248,0.999402700232919,40.3579107472174,30.671034479344783,310736258.39924985,29973483.889091525,-3.18415380997106,11.375601485842198,-11.105210881756673,2
25501,2023-01-01 01:25:00,56.59957042894416,55.73823985071372,59.93280622728757,9.615319953334703,13.184101612225469,-1.167864019604572,78.32991025828521,26.37982447389275,-149042729.5002732,16248204.602155551,23.400978165764027,23.820532680495045,0.5367115214950635,2
5727,2023-02-02 08:10:00,53.1749890213939,51.963987666679,50.41132910375634,8.874131453034213,10.123313453531043,-0.713870464213593,55.167028703874486,13.75458243732606,95556021.86642912,17603556.49893255,21.72406447830477,27.69815485289892,-10.1463576289346,1
9091,2023-01-12 14:40:00,55.431997005555,54.54982726189981,55.14086050223739,27.09065847489789,14.191822932293654,-0.8429558965874939,46.03400170373288,26.223317434062945,148789303.78362522,18280337.06380034,-2.3388728010837063,18.056586046912138,3.0477175640575984,2
22205,2023-01-30 16:09:00,77.94019859782965,78.78029881416911,78.3077296869238,18.54149257297076,14.633055174023935,-0.1371487482082493,39.85894539070398,-10.220089593772832,-2281329.0684083854,2938386.8364540664,8.262048024866273,30.77919888835429,6.043382150923169,2
18913,2023-01-27 10:41:00,55.33438027399918,53.06000749829728,52.151270508323286,-10.983142460774516,1.3498232734092863,1.0112180962170862,47.674588665449,5.898274467424404,645.6052329342535,0.0,21.31386746232957,19.504913179303536,36.18669029235007,0
33038,2023-02-05 03:45:00,53.16563628079261,54.19134739854263,53.99991271420919,6.179705872128345,10.45252516653168,0.5315569654699684,43.2068848753478,22.4520221825078,30529914.169718605,2771598.6713640327,13.372539593301722,23.831317707609827,-1.2173101036245737,2
30594,2023-02-15 08:42:00,56.462836581804666,55.86406272584743,55.5050678431915,24.367161740823164,20.97212341368686,-1.91197931734874,40.00491904251354,81.69760388005636,-66194875.92233363,17233346.014728226,9.338663730699237,30.19310227406497,-11.597495994705124,2
2802,2023-02-07 02:03:00,70.29547817918676,72.78252412808288,71.06191238276251,30.675252482318204,-1.7301208404190629,0.1175680749539523,85.70117622262572,24.847710490883703,101646351.6915934,4750102.596638881,25.907806255397706,29.40366653220653,10.987772775986496,1
25869,2023-01-14 13:06:00,43.87975103988813,45.1133936119393,45.5279586934074,-1.6295477538156462,-5.351897015364423,0.0042510215135425,19.14400594141069,-1.183183146647183,3698.34297331574,0.0,14.743877694612266,18.61577027929066,0.8432218453939133,0
5536,2023-01-31 21:21:00,44.90643067216767,43.056202837170815,44.68687092696094,5.740063743964944,-0.4969414387435373,1.2350382548739962,34.19469833814425,-19.61573698010674,172.32423281820877,0.0,24.287619705854773,12.646372775815784,16.80294017455675,0
31468,2023-02-24 06:05:00,58.91724821048752,58.39219370642344,53.72972575940096,0.2445142680952272,-5.55348519276918,0.6666563602216627,28.11633788058804,56.97491749419314,1701.933260796587,0.0,6.21947342800536,20.07570976911024,0.8352096939108788,0
18104,2023-02-15 10:35:00,52.27853719762999,50.81885825560986,46.7108759081534,-2.236615661189745,5.228114905162919,-0.7476788152878467,11.51340531111681,11.478479108144304,-156847084.70671624,25980560.63852562,2.654151800510204,18.34961000976243,-1.0729639538884257,2
17858,2023-02-05 06:53:00,39.07570873486954,39.013118791939775,41.62058199436664,14.998142306371063,20.022990755554584,-1.7572856004370452,11.42207522631018,-60.65436383109195,-25039194.807524677,2194570.0475923973,10.855158956686768,8.608148073046433,12.054096091338598,2
2740,2023-02-18 13:48:00,39.31087749198941,39.09671607505864,39.58484126989027,25.551919567830826,8.231939383143267,-0.3015052436004426,19.04914546312454,-29.49711262466267,-147285722.68798706,25961359.877307262,17.07358262127459,14.684191948829948,3.265826072911552,2
